level,type,left,right,source,license,count
A2,matching,have,problem,simplewiki,CC BY-SA,263
A2,matching,first,half,simplewiki,CC BY-SA,263
A2,matching,german,politician,simplewiki,CC BY-SA,263
A2,matching,more,time,simplewiki,CC BY-SA,262
A2,matching,young,son,simplewiki,CC BY-SA,262
A2,matching,rural,area,simplewiki,CC BY-SA,262
A2,matching,first,song,simplewiki,CC BY-SA,262
A2,matching,know,role,simplewiki,CC BY-SA,262
A2,matching,right,side,simplewiki,CC BY-SA,261
A2,matching,right,hand,simplewiki,CC BY-SA,261
A2,matching,win,gold,simplewiki,CC BY-SA,261
A2,matching,other,state,simplewiki,CC BY-SA,260
A2,matching,great,success,simplewiki,CC BY-SA,260
A2,matching,organic,compound,simplewiki,CC BY-SA,259
A2,matching,different,time,simplewiki,CC BY-SA,259
A2,matching,high,education,simplewiki,CC BY-SA,258
A2,matching,other,form,simplewiki,CC BY-SA,257
A2,matching,low,level,simplewiki,CC BY-SA,257
A2,matching,popular,song,simplewiki,CC BY-SA,257
A2,matching,first,generation,simplewiki,CC BY-SA,256
A2,matching,seventh,studio,simplewiki,CC BY-SA,256
A2,matching,hit,song,simplewiki,CC BY-SA,255
A2,matching,eat,grass,simplewiki,CC BY-SA,254
A2,matching,british,television,simplewiki,CC BY-SA,254
A2,matching,chemical,reaction,simplewiki,CC BY-SA,253
A2,matching,white,people,simplewiki,CC BY-SA,253
A2,matching,english,singer,simplewiki,CC BY-SA,253
A2,matching,administrative,centre,simplewiki,CC BY-SA,253
A2,matching,international,competition,simplewiki,CC BY-SA,252
A2,matching,good,review,simplewiki,CC BY-SA,252
A2,matching,make,farm,simplewiki,CC BY-SA,252
A2,matching,other,area,simplewiki,CC BY-SA,251
A2,matching,much,money,simplewiki,CC BY-SA,251
A2,matching,political,activist,simplewiki,CC BY-SA,251
A2,matching,new,album,simplewiki,CC BY-SA,250
A2,matching,different,language,simplewiki,CC BY-SA,248
A2,matching,natural,number,simplewiki,CC BY-SA,248
A2,matching,young,adult,simplewiki,CC BY-SA,248
A2,matching,first,goal,simplewiki,CC BY-SA,248
A2,matching,have,commune,simplewiki,CC BY-SA,248
A2,matching,administrative,division,simplewiki,CC BY-SA,246
A2,matching,former,player,simplewiki,CC BY-SA,246
A2,matching,western,movie,simplewiki,CC BY-SA,246
A2,matching,common,type,simplewiki,CC BY-SA,245
A2,matching,different,specie,simplewiki,CC BY-SA,245
A2,matching,electoral,vote,simplewiki,CC BY-SA,245
A2,matching,professional,athlete,simplewiki,CC BY-SA,245
A2,matching,develop,country,simplewiki,CC BY-SA,243
A2,matching,former,football,simplewiki,CC BY-SA,243
A2,matching,low,house,simplewiki,CC BY-SA,242
A2,matching,high,quality,simplewiki,CC BY-SA,242
A2,matching,low,pressure,simplewiki,CC BY-SA,242
A2,matching,half,brother,simplewiki,CC BY-SA,242
A2,matching,dead,leave,simplewiki,CC BY-SA,242
A2,matching,play,music,simplewiki,CC BY-SA,241
A2,matching,last,game,simplewiki,CC BY-SA,241
A2,matching,real,world,simplewiki,CC BY-SA,240
A2,matching,comic,strip,simplewiki,CC BY-SA,240
A2,matching,democratic,politician,simplewiki,CC BY-SA,240
A2,matching,civil,servant,simplewiki,CC BY-SA,239
A2,matching,spend,time,simplewiki,CC BY-SA,239
A2,matching,full,length,simplewiki,CC BY-SA,238
A2,matching,australian,politician,simplewiki,CC BY-SA,238
A2,matching,make,money,simplewiki,CC BY-SA,237
A2,matching,follow,table,simplewiki,CC BY-SA,237
A2,matching,national,water,simplewiki,CC BY-SA,237
A2,matching,long,history,simplewiki,CC BY-SA,236
A2,matching,have,member,simplewiki,CC BY-SA,236
A2,matching,electronic,music,simplewiki,CC BY-SA,236
A2,matching,new,version,simplewiki,CC BY-SA,235
A2,matching,further,reading,simplewiki,CC BY-SA,235
A2,matching,former,president,simplewiki,CC BY-SA,235
A2,matching,few,week,simplewiki,CC BY-SA,234
A2,matching,american,woman,simplewiki,CC BY-SA,234
A2,matching,elect,president,simplewiki,CC BY-SA,233
A2,matching,total,number,simplewiki,CC BY-SA,233
A2,matching,solo,album,simplewiki,CC BY-SA,233
A2,matching,multiple,unit,simplewiki,CC BY-SA,233
A2,matching,professional,career,simplewiki,CC BY-SA,232
A2,matching,silent,movie,simplewiki,CC BY-SA,232
A2,matching,wide,variety,simplewiki,CC BY-SA,232
A2,matching,heavy,rain,simplewiki,CC BY-SA,232
A2,matching,republican,politician,simplewiki,CC BY-SA,232
A2,matching,american,journalist,simplewiki,CC BY-SA,232
A2,matching,foreign,policy,simplewiki,CC BY-SA,231
A2,matching,twentieth,century,simplewiki,CC BY-SA,230
A2,matching,different,name,simplewiki,CC BY-SA,230
A2,matching,personal,life,simplewiki,CC BY-SA,230
A2,matching,regular,player,simplewiki,CC BY-SA,230
A2,matching,use,today,simplewiki,CC BY-SA,229
A2,matching,military,service,simplewiki,CC BY-SA,229
A2,matching,short,illness,simplewiki,CC BY-SA,229
A2,matching,negative,review,simplewiki,CC BY-SA,229
A2,matching,sell,copy,simplewiki,CC BY-SA,229
A2,matching,single,chart,simplewiki,CC BY-SA,229
A2,matching,make,thing,simplewiki,CC BY-SA,228
A2,matching,important,city,simplewiki,CC BY-SA,228
A2,matching,indian,origin,simplewiki,CC BY-SA,228
A2,matching,large,island,simplewiki,CC BY-SA,227
A2,matching,good,example,simplewiki,CC BY-SA,227
A2,matching,other,artist,simplewiki,CC BY-SA,227
A2,matching,little,bit,simplewiki,CC BY-SA,227
A2,matching,other,specie,simplewiki,CC BY-SA,227
A2,matching,live,album,simplewiki,CC BY-SA,227
A2,matching,main,type,simplewiki,CC BY-SA,224
A2,matching,write,book,simplewiki,CC BY-SA,224
A2,matching,serial,killer,simplewiki,CC BY-SA,224
A2,matching,extinct,genus,simplewiki,CC BY-SA,224
A2,matching,elementary,school,simplewiki,CC BY-SA,223
A2,matching,political,career,simplewiki,CC BY-SA,222
A2,matching,most,case,simplewiki,CC BY-SA,221
A2,matching,jewish,family,simplewiki,CC BY-SA,221
A2,matching,different,arrondissement,simplewiki,CC BY-SA,221
A2,matching,low,temperature,simplewiki,CC BY-SA,220
A2,matching,first,name,simplewiki,CC BY-SA,220
A2,matching,different,group,simplewiki,CC BY-SA,220
A2,matching,public,health,simplewiki,CC BY-SA,220
A2,matching,make,music,simplewiki,CC BY-SA,220
A2,matching,silent,drama,simplewiki,CC BY-SA,220
A2,matching,nineteenth,century,simplewiki,CC BY-SA,218
A2,matching,british,politician,simplewiki,CC BY-SA,218
A2,matching,different,color,simplewiki,CC BY-SA,217
A2,matching,american,science,simplewiki,CC BY-SA,217
A2,matching,last,match,simplewiki,CC BY-SA,217
A2,matching,small,piece,simplewiki,CC BY-SA,216
A2,matching,have,lot,simplewiki,CC BY-SA,216
A2,matching,back,leg,simplewiki,CC BY-SA,216
A2,matching,young,girl,simplewiki,CC BY-SA,216
A2,matching,extended,play,simplewiki,CC BY-SA,216
A2,matching,popular,music,simplewiki,CC BY-SA,214
A2,matching,military,force,simplewiki,CC BY-SA,214
A2,matching,upper,house,simplewiki,CC BY-SA,214
A2,matching,first,novel,simplewiki,CC BY-SA,214
A2,matching,support,role,simplewiki,CC BY-SA,214
A2,matching,play,part,simplewiki,CC BY-SA,214
A2,matching,old,son,simplewiki,CC BY-SA,213
A2,matching,overall,pick,simplewiki,CC BY-SA,213
A2,matching,new,idea,simplewiki,CC BY-SA,212
A2,matching,surround,area,simplewiki,CC BY-SA,212
A2,matching,follow,year,simplewiki,CC BY-SA,212
A2,matching,many,case,simplewiki,CC BY-SA,211
A2,matching,national,cricket,simplewiki,CC BY-SA,211
A2,matching,give,money,simplewiki,CC BY-SA,211
A2,matching,square,kilometre,simplewiki,CC BY-SA,210
A2,matching,become,friend,simplewiki,CC BY-SA,210
A2,matching,amino,acid,simplewiki,CC BY-SA,210
A2,matching,current,president,simplewiki,CC BY-SA,210
A2,matching,military,officer,simplewiki,CC BY-SA,210
A2,matching,get,wood,simplewiki,CC BY-SA,210
A2,matching,poor,people,simplewiki,CC BY-SA,209
A2,matching,first,child,simplewiki,CC BY-SA,209
A2,matching,american,jazz,simplewiki,CC BY-SA,209
A2,matching,write,song,simplewiki,CC BY-SA,208
A2,matching,act,career,simplewiki,CC BY-SA,208
A2,matching,sexual,orientation,simplewiki,CC BY-SA,208
A2,matching,british,actor,simplewiki,CC BY-SA,208
A2,matching,popular,culture,simplewiki,CC BY-SA,207
A2,matching,second,son,simplewiki,CC BY-SA,207
A2,matching,defend,champion,simplewiki,CC BY-SA,207
A2,matching,short,movie,simplewiki,CC BY-SA,206
A2,matching,good,way,simplewiki,CC BY-SA,205
A2,matching,new,wave,simplewiki,CC BY-SA,205
A2,matching,net,worth,simplewiki,CC BY-SA,205
A2,matching,everyday,life,simplewiki,CC BY-SA,204
A2,matching,new,building,simplewiki,CC BY-SA,204
A2,matching,public,transport,simplewiki,CC BY-SA,204
A2,matching,german,state,simplewiki,CC BY-SA,204
A2,matching,international,match,simplewiki,CC BY-SA,204
A2,matching,allow,people,simplewiki,CC BY-SA,203
A2,matching,small,city,simplewiki,CC BY-SA,203
A2,matching,atomic,number,simplewiki,CC BY-SA,202
A2,matching,fast,food,simplewiki,CC BY-SA,202
A2,matching,jewish,people,simplewiki,CC BY-SA,202
A2,matching,leave,office,simplewiki,CC BY-SA,201
A2,matching,good,thing,simplewiki,CC BY-SA,201
A2,matching,prime,number,simplewiki,CC BY-SA,201
A2,matching,left,hand,simplewiki,CC BY-SA,201
A2,matching,european,language,simplewiki,CC BY-SA,200
A2,matching,native,language,simplewiki,CC BY-SA,200
A2,matching,general,manager,simplewiki,CC BY-SA,200
A2,matching,italian,politician,simplewiki,CC BY-SA,200
A2,matching,strong,wind,simplewiki,CC BY-SA,199
A2,matching,high,number,simplewiki,CC BY-SA,199
A2,matching,local,time,simplewiki,CC BY-SA,199
A2,matching,long,jump,simplewiki,CC BY-SA,199
A2,matching,municipal,district,simplewiki,CC BY-SA,199
A2,matching,take,advantage,simplewiki,CC BY-SA,198
A2,matching,new,way,simplewiki,CC BY-SA,198
A2,matching,political,science,simplewiki,CC BY-SA,198
A2,matching,form,part,simplewiki,CC BY-SA,198
A2,matching,different,version,simplewiki,CC BY-SA,198
A2,matching,real,number,simplewiki,CC BY-SA,197
A2,matching,international,law,simplewiki,CC BY-SA,197
A2,matching,good,player,simplewiki,CC BY-SA,197
A2,matching,english,rock,simplewiki,CC BY-SA,197
A2,matching,provincial,capital,simplewiki,CC BY-SA,196
A2,matching,popular,vote,simplewiki,CC BY-SA,196
A2,matching,congestive,heart,simplewiki,CC BY-SA,196
A2,matching,last,day,simplewiki,CC BY-SA,195
A2,matching,have,trouble,simplewiki,CC BY-SA,195
A2,matching,parliamentary,election,simplewiki,CC BY-SA,195
A2,matching,natural,selection,simplewiki,CC BY-SA,195
A2,matching,sexual,abuse,simplewiki,CC BY-SA,195
A2,matching,second,part,simplewiki,CC BY-SA,195
A2,matching,original,department,simplewiki,CC BY-SA,195
A2,matching,italian,city,simplewiki,CC BY-SA,194
A2,matching,straight,line,simplewiki,CC BY-SA,193
A2,matching,national,volleyball,simplewiki,CC BY-SA,193
A2,matching,previous,year,simplewiki,CC BY-SA,192
A2,matching,new,government,simplewiki,CC BY-SA,192
A2,matching,other,time,simplewiki,CC BY-SA,192
A2,matching,third,party,simplewiki,CC BY-SA,192
A2,matching,young,boy,simplewiki,CC BY-SA,192
A2,matching,english,word,simplewiki,CC BY-SA,191
A2,matching,scientific,name,simplewiki,CC BY-SA,191
A2,matching,natural,resource,simplewiki,CC BY-SA,191
A2,matching,real,time,simplewiki,CC BY-SA,191
A2,matching,popular,tourist,simplewiki,CC BY-SA,191
A2,matching,early,age,simplewiki,CC BY-SA,191
A2,matching,executive,branch,simplewiki,CC BY-SA,191
A2,matching,great,hit,simplewiki,CC BY-SA,190
A2,matching,artificial,intelligence,simplewiki,CC BY-SA,189
A2,matching,long,river,simplewiki,CC BY-SA,189
A2,matching,good,place,simplewiki,CC BY-SA,189
A2,matching,daily,newspaper,simplewiki,CC BY-SA,188
A2,matching,enough,money,simplewiki,CC BY-SA,188
A2,matching,old,city,simplewiki,CC BY-SA,188
A2,matching,jewish,descent,simplewiki,CC BY-SA,188
A2,matching,american,action,simplewiki,CC BY-SA,188
A2,matching,solar,system,simplewiki,CC BY-SA,187
A2,matching,main,city,simplewiki,CC BY-SA,187
A2,matching,mexican,state,simplewiki,CC BY-SA,187
A2,matching,first,performance,simplewiki,CC BY-SA,187
A2,matching,key,role,simplewiki,CC BY-SA,187
A2,matching,next,morning,simplewiki,CC BY-SA,187
A2,matching,british,rule,simplewiki,CC BY-SA,186
A2,matching,many,language,simplewiki,CC BY-SA,186
A2,matching,govern,body,simplewiki,CC BY-SA,186
A2,matching,big,hit,simplewiki,CC BY-SA,186
A2,matching,few,hour,simplewiki,CC BY-SA,185
A2,matching,american,poet,simplewiki,CC BY-SA,185
A2,matching,eighth,studio,simplewiki,CC BY-SA,185
A2,matching,main,reason,simplewiki,CC BY-SA,184
A2,matching,original,name,simplewiki,CC BY-SA,184
A2,matching,american,history,simplewiki,CC BY-SA,184
A2,matching,american,pop,simplewiki,CC BY-SA,184
A2,matching,international,airport,simplewiki,CC BY-SA,183
A2,matching,famous,work,simplewiki,CC BY-SA,183
A2,matching,political,leader,simplewiki,CC BY-SA,183
A2,matching,executive,officer,simplewiki,CC BY-SA,183
A2,matching,large,lake,simplewiki,CC BY-SA,182
A2,matching,raise,money,simplewiki,CC BY-SA,182
A2,matching,private,school,simplewiki,CC BY-SA,182
A2,matching,dutch,politician,simplewiki,CC BY-SA,182
A2,matching,early,day,simplewiki,CC BY-SA,181
A2,matching,cause,problem,simplewiki,CC BY-SA,181
A2,matching,old,people,simplewiki,CC BY-SA,181
A2,matching,make,fun,simplewiki,CC BY-SA,181
A2,matching,other,movie,simplewiki,CC BY-SA,181
A2,matching,third,generation,simplewiki,CC BY-SA,181
A2,matching,certify,platinum,simplewiki,CC BY-SA,181
A2,matching,indian,actor,simplewiki,CC BY-SA,181
A2,matching,terrorist,attack,simplewiki,CC BY-SA,180
A2,matching,different,people,simplewiki,CC BY-SA,180
A2,matching,several,country,simplewiki,CC BY-SA,180
A2,matching,social,science,simplewiki,CC BY-SA,179
A2,matching,warm,month,simplewiki,CC BY-SA,179
A2,matching,commercial,success,simplewiki,CC BY-SA,179
A2,matching,first,case,simplewiki,CC BY-SA,179
A2,matching,many,animal,simplewiki,CC BY-SA,178
A2,matching,high,peak,simplewiki,CC BY-SA,178
A2,matching,fourth,album,simplewiki,CC BY-SA,178
A2,matching,american,attorney,simplewiki,CC BY-SA,178
A2,matching,free,agent,simplewiki,CC BY-SA,178
A2,matching,next,album,simplewiki,CC BY-SA,177
A2,matching,different,size,simplewiki,CC BY-SA,177
A2,matching,same,place,simplewiki,CC BY-SA,176
A2,matching,short,term,simplewiki,CC BY-SA,176
A2,matching,left,side,simplewiki,CC BY-SA,176
A2,matching,spanish,language,simplewiki,CC BY-SA,176
A2,matching,old,woman,simplewiki,CC BY-SA,176
A2,matching,half,life,simplewiki,CC BY-SA,175
A2,matching,first,language,simplewiki,CC BY-SA,175
A2,matching,most,specie,simplewiki,CC BY-SA,175
A2,matching,allow,user,simplewiki,CC BY-SA,175
A2,matching,many,television,simplewiki,CC BY-SA,175
A2,matching,canadian,singer,simplewiki,CC BY-SA,175
A2,matching,tell,people,simplewiki,CC BY-SA,174
A2,matching,short,period,simplewiki,CC BY-SA,174
A2,matching,first,version,simplewiki,CC BY-SA,174
A2,matching,musical,movie,simplewiki,CC BY-SA,174
A2,matching,more,power,simplewiki,CC BY-SA,173
A2,matching,extra,time,simplewiki,CC BY-SA,173
A2,matching,relate,title,simplewiki,CC BY-SA,173
A2,matching,only,way,simplewiki,CC BY-SA,172
A2,matching,local,people,simplewiki,CC BY-SA,172
A2,matching,national,record,simplewiki,CC BY-SA,172
A2,matching,democratic,nomination,simplewiki,CC BY-SA,172
A2,matching,local,club,simplewiki,CC BY-SA,172
A2,matching,global,warming,simplewiki,CC BY-SA,171
A2,matching,independent,country,simplewiki,CC BY-SA,171
A2,matching,canadian,province,simplewiki,CC BY-SA,171
A2,matching,new,song,simplewiki,CC BY-SA,171
A2,matching,other,character,simplewiki,CC BY-SA,171
A2,matching,canadian,politician,simplewiki,CC BY-SA,171
A2,matching,play,guitar,simplewiki,CC BY-SA,171
A2,matching,subtropical,climate,simplewiki,CC BY-SA,170
A2,matching,important,people,simplewiki,CC BY-SA,170
A2,matching,south,west,simplewiki,CC BY-SA,170
A2,matching,gain,popularity,simplewiki,CC BY-SA,170
A2,matching,several,day,simplewiki,CC BY-SA,170
A2,matching,joint,venture,simplewiki,CC BY-SA,170
A2,matching,defensive,midfielder,simplewiki,CC BY-SA,170
A2,matching,new,name,simplewiki,CC BY-SA,169
A2,matching,profit,organization,simplewiki,CC BY-SA,169
A2,matching,have,municipality,simplewiki,CC BY-SA,169
A2,matching,old,province,simplewiki,CC BY-SA,169
A2,matching,multiple,time,simplewiki,CC BY-SA,169
A2,matching,many,area,simplewiki,CC BY-SA,168
A2,matching,make,decision,simplewiki,CC BY-SA,168
A2,matching,populous,city,simplewiki,CC BY-SA,168
A2,matching,other,plant,simplewiki,CC BY-SA,168
A2,matching,minor,league,simplewiki,CC BY-SA,168
A2,matching,australian,state,simplewiki,CC BY-SA,168
A2,matching,martial,artist,simplewiki,CC BY-SA,168
A2,matching,major,hurricane,simplewiki,CC BY-SA,168
A2,matching,french,commune,simplewiki,CC BY-SA,168
A2,matching,let,people,simplewiki,CC BY-SA,167
A2,matching,lie,egg,simplewiki,CC BY-SA,167
A2,matching,rural,district,simplewiki,CC BY-SA,167
A2,matching,several,month,simplewiki,CC BY-SA,167
A2,matching,twin,brother,simplewiki,CC BY-SA,166
A2,matching,other,town,simplewiki,CC BY-SA,166
A2,matching,republican,nomination,simplewiki,CC BY-SA,166
A2,matching,fourth,season,simplewiki,CC BY-SA,166
A2,matching,help,scientist,simplewiki,CC BY-SA,165
A2,matching,northeastern,part,simplewiki,CC BY-SA,165
A2,matching,fin,fish,simplewiki,CC BY-SA,165
A2,matching,new,feature,simplewiki,CC BY-SA,165
A2,matching,right,winger,simplewiki,CC BY-SA,165
A2,matching,speak,country,simplewiki,CC BY-SA,164
A2,matching,small,area,simplewiki,CC BY-SA,164
A2,matching,name,storm,simplewiki,CC BY-SA,164
A2,matching,economic,activity,simplewiki,CC BY-SA,163
A2,matching,other,company,simplewiki,CC BY-SA,163
A2,matching,indian,actress,simplewiki,CC BY-SA,163
A2,matching,russian,invasion,simplewiki,CC BY-SA,162
A2,matching,front,leg,simplewiki,CC BY-SA,162
A2,matching,major,league,simplewiki,CC BY-SA,162
A2,matching,other,work,simplewiki,CC BY-SA,161
A2,matching,new,one,simplewiki,CC BY-SA,161
A2,matching,top,level,simplewiki,CC BY-SA,161
A2,matching,canadian,actor,simplewiki,CC BY-SA,161
A2,matching,most,precipitation,simplewiki,CC BY-SA,161
A2,matching,american,comedian,simplewiki,CC BY-SA,161
A2,matching,big,part,simplewiki,CC BY-SA,160
A2,matching,chinese,character,simplewiki,CC BY-SA,160
A2,matching,coral,reef,simplewiki,CC BY-SA,160
A2,matching,west,side,simplewiki,CC BY-SA,160
A2,matching,short,distance,simplewiki,CC BY-SA,160
A2,matching,cretaceous,period,simplewiki,CC BY-SA,160
A2,matching,first,division,simplewiki,CC BY-SA,160
A2,matching,primary,election,simplewiki,CC BY-SA,160
A2,matching,large,place,simplewiki,CC BY-SA,160
A2,matching,populous,county,simplewiki,CC BY-SA,160
A2,matching,great,deal,simplewiki,CC BY-SA,159
A2,matching,sell,album,simplewiki,CC BY-SA,159
A2,matching,southeastern,part,simplewiki,CC BY-SA,159
A2,matching,several,book,simplewiki,CC BY-SA,159
A2,matching,aboriginal,people,simplewiki,CC BY-SA,158
A2,matching,be,lot,simplewiki,CC BY-SA,158
A2,matching,sexual,intercourse,simplewiki,CC BY-SA,157
A2,matching,middle,school,simplewiki,CC BY-SA,157
A2,matching,next,season,simplewiki,CC BY-SA,157
A2,matching,daily,life,simplewiki,CC BY-SA,156
A2,matching,many,century,simplewiki,CC BY-SA,156
A2,matching,other,musician,simplewiki,CC BY-SA,156
A2,matching,only,child,simplewiki,CC BY-SA,156
A2,matching,archaeological,site,simplewiki,CC BY-SA,155
A2,matching,french,word,simplewiki,CC BY-SA,155
A2,matching,catholic,priest,simplewiki,CC BY-SA,155
A2,matching,oxidize,agent,simplewiki,CC BY-SA,155
A2,matching,small,role,simplewiki,CC BY-SA,155
A2,matching,low,cost,simplewiki,CC BY-SA,154
A2,matching,cultural,heritage,simplewiki,CC BY-SA,154
A2,matching,hard,drive,simplewiki,CC BY-SA,154
A2,matching,organic,chemistry,simplewiki,CC BY-SA,154
A2,matching,major,role,simplewiki,CC BY-SA,154
A2,matching,main,source,simplewiki,CC BY-SA,154
A2,matching,electric,current,simplewiki,CC BY-SA,154
A2,matching,public,service,simplewiki,CC BY-SA,154
A2,matching,musical,comedy,simplewiki,CC BY-SA,154
A2,matching,important,thing,simplewiki,CC BY-SA,153
A2,matching,medical,condition,simplewiki,CC BY-SA,153
A2,matching,several,award,simplewiki,CC BY-SA,153
A2,matching,french,department,simplewiki,CC BY-SA,153
A2,matching,international,woman,simplewiki,CC BY-SA,153
A2,matching,outer,space,simplewiki,CC BY-SA,152
A2,matching,american,citizen,simplewiki,CC BY-SA,152
A2,matching,dead,body,simplewiki,CC BY-SA,152
